translated_pesq,modified_translated_pesq,translated_mfcc,modified_translated_mfcc
3.8550024032592773,3.2124292850494385,141.74998,151.8882
2.569031000137329,1.5075048208236694,140.57277,152.85583
2.5659193992614746,2.2067372798919678,82.369125,80.97971
1.1104979515075684,1.0699626207351685,100.22469,114.56723
1.6875367164611816,1.0984822511672974,133.43263,143.16736
2.320283889770508,2.948956251144409,102.43405,121.26269
2.2207021713256836,2.321702241897583,69.67673,87.99041
2.8929665088653564,3.079277276992798,107.09801,117.14545
1.4274369478225708,1.5108084678649902,91.44911,105.48274
3.0330655574798584,1.445898175239563,167.90108,183.66862
2.264620542526245,1.8182461261749268,96.05831,96.7698
1.05922269821167,1.0552184581756592,148.94586,168.59564
2.161156177520752,1.7448546886444092,126.85675,115.52302
3.0153117179870605,1.141026496887207,115.553856,131.85843
3.102334976196289,1.155855655670166,101.29145,93.8367
3.8531408309936523,1.304352045059204,108.82844,119.43387
3.1138107776641846,2.3568036556243896,156.17343,167.84024
1.1665146350860596,1.155716896057129,134.747,162.91196
3.7465662956237793,2.3821911811828613,92.989426,132.02121
2.2445943355560303,1.9399425983428955,129.1855,159.80151
1.9627165794372559,1.1983044147491455,100.16305,127.64889
1.4105838537216187,1.1710656881332397,102.79726,100.62601
1.722636342048645,1.1322041749954224,89.14279,88.97346
1.7222572565078735,2.0947086811065674,109.07786,120.24302
2.998666286468506,2.198484182357788,156.13222,153.44685
1.1197772026062012,1.484043836593628,113.05518,123.33838
1.4906445741653442,1.2403473854064941,141.30252,121.13748
2.17413330078125,1.7444078922271729,124.34605,133.29745
1.237688660621643,1.2465583086013794,118.99547,142.01494
2.8196425437927246,2.8805270195007324,111.18277,152.38661
1.562648057937622,1.7408440113067627,135.02267,139.61734
1.7902584075927734,1.4558615684509277,145.68678,152.6599
1.826466679573059,1.6105743646621704,72.622345,92.19279
1.844368815422058,2.6012916564941406,97.45073,96.928856
2.523036241531372,1.3035609722137451,101.05279,117.73299
2.9516818523406982,1.852469801902771,133.65088,143.90746
2.888981580734253,2.9703989028930664,140.15121,137.99228
1.4242711067199707,1.3730275630950928,101.96404,104.48433
2.1063623428344727,3.3481197357177734,90.56467,103.09794
3.053894519805908,2.2866439819335938,132.47258,125.51297
1.7115800380706787,2.242345094680786,113.07446,125.197655
2.1404287815093994,1.3921219110488892,138.2609,152.99236
2.131516218185425,1.4469269514083862,69.10407,66.270775
2.3922722339630127,1.4108084440231323,150.91142,150.1381
2.5556418895721436,1.4015997648239136,108.247185,122.68824
1.727978229522705,1.4057987928390503,127.41011,157.36255
2.9209916591644287,1.4447603225708008,115.13261,123.84468
2.1203484535217285,1.1140563488006592,137.17497,142.62968
2.2863688468933105,1.0989161729812622,112.105606,126.315674
2.407571315765381,2.393068552017212,138.33295,163.8164
1.7393810749053955,1.2115330696105957,165.49837,165.06711
1.9092601537704468,1.4837267398834229,147.27095,176.05788
1.8726309537887573,1.5141417980194092,135.69144,150.20274
3.2160568237304688,1.6637358665466309,161.17293,160.0063
2.5417590141296387,2.935371160507202,127.78859,132.65901
1.5818207263946533,3.09606671333313,138.7524,150.46461
4.235116004943848,3.189023494720459,116.112915,172.38693
3.3802990913391113,2.370650053024292,121.07632,122.88003
1.4604859352111816,1.6558994054794312,64.702,85.26021
2.7954225540161133,2.6655073165893555,121.97503,135.02327
1.7395439147949219,1.213784098625183,141.94894,137.89423
2.320919990539551,2.721187114715576,136.63225,149.812
2.119248867034912,1.4535222053527832,72.41358,88.50961
1.867431640625,1.5522215366363525,98.70095,88.74345
2.7209508419036865,2.583772897720337,161.07909,162.95279
1.2894431352615356,2.0647082328796387,82.29556,97.84198
2.041964292526245,2.209744691848755,101.108086,121.28457
1.89924955368042,2.3032374382019043,99.105446,94.84483
3.26432466506958,1.2242522239685059,126.33718,147.6536
1.2054134607315063,1.2770769596099854,135.73851,158.77408
2.978503465652466,3.374028205871582,114.613235,118.74708
1.619541883468628,1.5978590250015259,104.22378,129.59816
